aaon	36.769	36.321	36.42	36.022	36.047	36.619	37.168	36.769	36.47	36.1	36.75	37.55	37.3	37.95	38.1	37.65	37.3	37.25	36.85	36.15	36.1	36.2	36.05	35.65	36.3	36.4	36.85	37.0	37.05	36.6	37.2	37.25	37.3	37.55	37.55	37.5	37.65	37.15	37.525	37.5	37.3	35.2	35.0	34.4	33.9	33.8	33.8	33.95	33.75	33.7	35.2	34.95	34.9	33.8	33.4	33.1	33.7	32.7	32.4	31.65	31.65	31.7	32.25	31.85	31.8	31.8	31.9	32.0	32.3	32.6	32.75	32.35	32.55	31.85	31.85	31.9	31.95	32.6	32.65	32.95	33.15	33.2	33.45	33.325	33.3	33.4	33.7	34.95	34.85	34.475	35.15	35.45	35.35	35.15	35.45	35.4	34.8	34.25	34.15	33.85	34.3	33.75	34.25	34.2	34.6	34.65	35.1	34.9	34.75	34.8	34.3	35.0	34.4	34.35	34.45	34.65	34.6	34.425	33.35	33.8
aap	132.88	131.83	134.01	132.85	133.49	136.94	137.64	135.41	131.16	130.48	125.78	128.22	130.81	131.49	130.45	131.01	130.02	129.46	123.44	120.03	120.62	119.66	121.71	121.88	116.64	115.98	116.52	118.34	105.14	103.09	101.87	101.11	100.19	100.88	103.15	101.98	101.68	100.24	100.81	103.16	105.2	103.1	105.22	106.63	110.27	110.14	111.94	113.98	114.41	110.46	110.94	109.42	109.32	109.11	106.06	107.27	109.25	87.025	91.452	92.791	93.201	95.13	95.739	93.481	93.041	95.739	94.6	95.06	96.749	97.838	97.998	96.669	95.549	93.471	93.97	94.34	97.198	100.04	99.96	99.447	98.518	94.79	94.69	93.68	95.59	97.94	97.59	99.33	99.5	99.2	99.36	98.98	94.93	94.33	94.29	91.12	91.84	89.4	86.56	85.51	86.01	88.09	87.81	86.92	86.78	85.91	84.25	83.31	85.65	81.93	82.0	81.74	80.75	81.69	81.8	80.71	79.38	79.41	80.45	81.22
